task_id,task_name,assigned_to,department,status,priority,start_date,due_date,budget_usd,actual_cost_usd,completion_pct,subtask_count,last_updated,notes,risk_flag,sprint_id,ticket_ref
T-2115,Implementation Phase 115,Ethan Hunt,Marketing,Blocked,Low,2024-04-28,2024-05-19,18283,12671,27,1,2026-01-05,,High,SPR-09,JIRA-2680
T-2116,Implementation Phase 116,Ivan Drago,Marketing,Blocked,Medium,2024-05-01,2024-05-22,5085,3048,100,2,2025-11-24,,Medium,SPR-08,JIRA-6727
T-2117,Implementation Phase 117,Fiona Gallagher,Design,Blocked,Medium,2024-04-27,2024-05-15,2745,1859,20,2,2026-01-18,,,SPR-12,
T-2118,Implementation Phase 118,Hannah Lee,QA,Blocked,Low,2024-04-29,2024-05-08,2255,1354,70,1,2025-12-17,,High,SPR-04,JIRA-3449
T-2119,Implementation Phase 119,Alice Chen,Design,In Progress,Medium,2024-05-03,2024-05-31,18294,12737,25,2,2024-05-16,Milestone for Design initiative #119. Requires sign-off from Alice Chen. Estimated effort: 31h.,Low,SPR-02,JIRA-9189
T-2120,Implementation Phase 120,Ethan Hunt,Operations,In Progress,Low,2024-05-04,2024-05-26,1538,1295,28,4,2024-05-04,Milestone for Operations initiative #120. Requires sign-off from Ethan Hunt. Estimated effort: 24h.,Medium,SPR-10,JIRA-7825
T-2121,Implementation Phase 121,Ivan Drago,Design,Not Started,Low,2024-05-02,2024-05-28,3805,2916,0,1,2024-05-14,Milestone for Design initiative #121. Requires sign-off from Ivan Drago. Estimated effort: 32h.,,SPR-11,
T-2122,Implementation Phase 122,Bob Smith,Engineering,Done,High,2024-05-04,2024-05-17,1532,995,100,3,2024-05-06,Milestone for Engineering initiative #122. Requires sign-off from Bob Smith. Estimated effort: 4h.,,SPR-09,
T-2123,Implementation Phase 123,Hannah Lee,QA,In Progress,High,2024-05-08,2024-05-18,16224,17628,18,1,2024-05-12,Milestone for QA initiative #123. Requires sign-off from Hannah Lee. Estimated effort: 14h.,,SPR-04,
T-2124,Implementation Phase 124,Diana Prince,Operations,Blocked,Medium,2024-05-06,2024-05-20,17888,12141,14,3,2024-05-11,Milestone for Operations initiative #124. Requires sign-off from Diana Prince. Estimated effort: 5h.,High,SPR-05,JIRA-3039
T-2125,Implementation Phase 125,Hannah Lee,QA,Done,High,2024-05-07,2024-05-25,14107,12982,100,4,2024-05-18,Milestone for QA initiative #125. Requires sign-off from Hannah Lee. Estimated effort: 35h.,High,SPR-02,JIRA-7955
T-2126,Implementation Phase 126,Fiona Gallagher,Design,Not Started,High,2024-05-06,2024-05-24,6913,5404,0,3,2024-05-15,Milestone for Design initiative #126. Requires sign-off from Fiona Gallagher. Estimated effort: 30h.,,SPR-03,JIRA-8272
T-2127,Implementation Phase 127,Alice Chen,Design,Cancelled,Medium,2024-05-09,2024-05-28,2387,2169,45,1,2024-05-21,Milestone for Design initiative #127. Requires sign-off from Alice Chen. Estimated effort: 25h.,Medium,SPR-01,JIRA-3339
T-2128,Implementation Phase 128,Fiona Gallagher,Engineering,In Progress,Low,2024-05-12,2024-06-07,15358,6517,56,4,2024-05-30,Milestone for Engineering initiative #128. Requires sign-off from Fiona Gallagher. Estimated effort: 4h.,,SPR-11,
T-2129,Implementation Phase 129,George Weasley,Operations,In Progress,Low,2024-05-11,2024-05-27,15547,14523,56,3,2024-05-19,Milestone for Operations initiative #129. Requires sign-off from George Weasley. Estimated effort: 17h.,,SPR-01,
T-2130,Implementation Phase 130,Hannah Lee,Engineering,Done,Medium,2024-05-13,2024-06-03,13680,14220,100,2,2024-06-01,Milestone for Engineering initiative #130. Requires sign-off from Hannah Lee. Estimated effort: 20h.,,SPR-04,JIRA-3009
T-2131,Implementation Phase 131,Fiona Gallagher,Finance,Blocked,High,2024-05-12,2024-05-19,15812,8235,50,1,2024-05-16,Milestone for Finance initiative #131. Requires sign-off from Fiona Gallagher. Estimated effort: 21h.,Medium,SPR-12,JIRA-3852
T-2132,Implementation Phase 132,Alice Chen,Marketing,In Progress,High,2024-05-14,2024-06-04,8347,4047,73,3,2024-05-31,Milestone for Marketing initiative #132. Requires sign-off from Alice Chen. Estimated effort: 38h.,High,SPR-08,JIRA-3126
T-2133,Implementation Phase 133,George Weasley,Finance,Blocked,Low,2024-05-17,2024-05-24,3154,1944,62,1,2024-05-19,Milestone for Finance initiative #133. Requires sign-off from George Weasley. Estimated effort: 22h.,Low,SPR-08,JIRA-8632
T-2134,Implementation Phase 134,George Weasley,Operations,Cancelled,High,2024-05-19,2024-06-09,12289,6019,26,1,2024-05-22,Milestone for Operations initiative #134. Requires sign-off from George Weasley. Estimated effort: 35h.,Medium,SPR-05,JIRA-3697
T-2135,Implementation Phase 135,Ethan Hunt,Operations,Done,High,2024-05-16,2024-05-31,8388,5386,100,2,2024-05-24,Milestone for Operations initiative #135. Requires sign-off from Ethan Hunt. Estimated effort: 10h.,High,SPR-10,JIRA-9740
T-2136,Implementation Phase 136,Julia Roberts,Operations,In Progress,High,2024-05-16,2024-06-06,6525,5313,89,3,2024-06-03,Milestone for Operations initiative #136. Requires sign-off from Julia Roberts. Estimated effort: 4h.,,SPR-02,
T-2137,Implementation Phase 137,Alice Chen,Marketing,Cancelled,Medium,2024-05-22,2024-06-20,19899,11646,89,4,2024-06-19,Milestone for Marketing initiative #137. Requires sign-off from Alice Chen. Estimated effort: 36h.,High,SPR-11,JIRA-5949
T-2138,Implementation Phase 138,Hannah Lee,Engineering,Not Started,High,2024-05-21,2024-06-02,14306,8700,0,4,2024-05-28,Milestone for Engineering initiative #138. Requires sign-off from Hannah Lee. Estimated effort: 31h.,Medium,SPR-06,JIRA-3353
T-2139,Implementation Phase 139,Ivan Drago,Design,Blocked,High,2024-05-21,2024-06-17,11463,10476,57,1,2024-05-31,Milestone for Design initiative #139. Requires sign-off from Ivan Drago. Estimated effort: 17h.,,SPR-02,JIRA-5382
T-2140,Implementation Phase 140,Diana Prince,Design,Blocked,Low,2024-05-23,2024-06-04,5616,2626,63,2,2024-05-28,Milestone for Design initiative #140. Requires sign-off from Diana Prince. Estimated effort: 38h.,High,SPR-04,JIRA-3610
T-2141,Implementation Phase 141,George Weasley,Design,Blocked,High,2024-05-24,2024-06-14,16296,12207,21,4,2024-05-31,Milestone for Design initiative #141. Requires sign-off from George Weasley. Estimated effort: 15h.,,SPR-01,
T-2142,Implementation Phase 142,Charlie Davis,Engineering,Not Started,Medium,2024-05-24,2024-06-13,16420,9852,0,3,2024-06-04,Milestone for Engineering initiative #142. Requires sign-off from Charlie Davis. Estimated effort: 27h.,High,SPR-01,JIRA-7563
T-2143,Implementation Phase 143,George Weasley,Operations,Done,High,2024-05-23,2024-06-15,19409,10408,100,4,2024-06-09,Milestone for Operations initiative #143. Requires sign-off from George Weasley. Estimated effort: 19h.,Low,SPR-03,JIRA-2584
T-2144,Implementation Phase 144,Ivan Drago,Design,In Progress,High,2024-05-27,2024-06-12,12111,9573,87,4,2024-06-12,Milestone for Design initiative #144. Requires sign-off from Ivan Drago. Estimated effort: 4h.,Low,SPR-01,JIRA-3245
T-2145,Implementation Phase 145,Fiona Gallagher,Marketing,Cancelled,Low,2024-05-30,2024-06-14,16523,12615,27,3,2024-06-04,Milestone for Marketing initiative #145. Requires sign-off from Fiona Gallagher. Estimated effort: 27h.,High,SPR-10,JIRA-6511
T-2146,Implementation Phase 146,Alice Chen,Operations,Done,Medium,2024-05-30,2024-06-20,18443,13701,100,3,2024-06-09,Milestone for Operations initiative #146. Requires sign-off from Alice Chen. Estimated effort: 9h.,,SPR-10,JIRA-6040
T-2147,Implementation Phase 147,Alice Chen,Design,Cancelled,Low,2024-06-01,2024-06-28,1873,1531,39,4,2024-06-06,Milestone for Design initiative #147. Requires sign-off from Alice Chen. Estimated effort: 35h.,,SPR-03,JIRA-4968
T-2148,Implementation Phase 148,Charlie Davis,QA,Done,Medium,2024-05-28,2024-06-20,4601,2454,100,4,2024-06-19,Milestone for QA initiative #148. Requires sign-off from Charlie Davis. Estimated effort: 15h.,,SPR-09,JIRA-8726
T-2149,Implementation Phase 149,Hannah Lee,Operations,In Progress,Low,2024-06-03,2024-07-01,3040,2717,51,4,2024-06-13,Milestone for Operations initiative #149. Requires sign-off from Hannah Lee. Estimated effort: 13h.,,SPR-09,JIRA-6608
T-2150,Implementation Phase 150,Ethan Hunt,Marketing,In Progress,Medium,2024-06-03,2024-06-19,9662,7990,81,2,2024-06-12,Milestone for Marketing initiative #150. Requires sign-off from Ethan Hunt. Estimated effort: 20h.,,SPR-12,
T-2001,Implementation Phase 1,Ivan Drago,Marketing,In Progress,High,2024-01-07,2024-01-15,1819,1671,23,1,2026-04-12,Milestone for Marketing initiative #1. Requires sign-off from Ivan Drago. Estimated effort: 4h.,Low,SPR-02,JIRA-4582
T-2001,Implementation Phase 1,Ivan Drago,Marketing,In Progress,High,2024-01-07,2024-01-15,1819,1671,23,1,2026-04-12,Milestone for Marketing initiative #1. Requires sign-off from Ivan Drago. Estimated effort: 4h.,Low,SPR-02,JIRA-4582
T-2002,Implementation Phase 2,Hannah Lee,Finance,Cancelled,Medium,2024-01-04,2024-01-25,1869,1481,38,3,2026-04-07,Milestone for Finance initiative #2. Requires sign-off from Hannah Lee. Estimated effort: 12h.,,SPR-06,JIRA-5552
T-2003,Implementation Phase 3,Fiona Gallagher,QA,Not Started,Medium,2024-01-05,2024-01-16,12029,5672,0,3,2026-04-11,Milestone for QA initiative #3. Requires sign-off from Fiona Gallagher. Estimated effort: 31h.,Low,SPR-07,JIRA-2291
T-2003,Implementation Phase 3,Fiona Gallagher,QA,Not Started,Medium,2024-01-05,2024-01-16,12029,5672,0,3,2026-04-07,Milestone for QA initiative #3. Requires sign-off from Fiona Gallagher. Estimated effort: 31h.,Low,SPR-07,JIRA-2291
T-2004,Implementation Phase 4,Diana Prince,Finance,Not Started,High,2024-01-09,2024-01-23,12850,10333,0,3,2026-04-11,Milestone for Finance initiative #4. Requires sign-off from Diana Prince. Estimated effort: 16h.,Low,SPR-07,JIRA-5554
T-NEAR-1,Implementation Phase 1,Ivan Drago,Marketing,In Progress,High,2024-01-07,2024-01-15,1819,1671,23,1,2024-01-13,Milestone for Marketing initiative #1. Requires sign-off from Ivan Drago. Estimated effort: 4h.,Low,SPR-02,JIRA-4582
T-NEAR-2,Implementation Phase 6,Alice Chen,Design,Not Started,High,2024-01-09,2024-02-03,19250,10659,0,3,2024-01-21,Milestone for Design initiative #6. Requires sign-off from Alice Chen. Estimated effort: 19h.,Low,SPR-04,JIRA-6155
T-NEAR-3,Implementation Phase 11,Diana Prince,Engineering,Done,Medium,2024-01-12,2024-02-05,N/A,8623,100,1,2024-01-19,Milestone for Engineering initiative #11. Requires sign-off from Diana Prince. Estimated effort: 38h.,Low,SPR-02,JIRA-8962
T-NEAR-4,Implementation Phase 16,Diana Prince,Finance,Done,High,2024-01-22,2024-02-16,4224,1868,100,2,2024-01-28,Milestone for Finance initiative #16. Requires sign-off from Diana Prince. Estimated effort: 36h.,,SPR-03,JIRA-7912
T-NEAR-5,Implementation Phase 21,Diana Prince,Operations,Cancelled,Medium,2024-01-26,2024-02-02,14737,12676,43,3,2024-01-29,Milestone for Operations initiative #21. Requires sign-off from Diana Prince. Estimated effort: 18h.,,SPR-03,JIRA-5915
T-NEAR-6,Implementation Phase 26,Bob Smith,QA,Cancelled,High,2024-01-28,2024-02-25,15478,12168,24,2,2024-02-14,Milestone for QA initiative #26. Requires sign-off from Bob Smith. Estimated effort: 4h.,High,SPR-10,JIRA-3426
